time,speed_ms,speed_kmh,motor_rpm,motor_torque,motor_power,tractive_force,rolling_resistance,drag_force,climbing_force,total_resistance,net_force,acceleration,distance,energy
45.5,23.48553845906194,84.54793845262299,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.037998396541,0.0,1382.137998396541,0.16611609361984847,0.00033223218723969696,0.9233251230856885,0.05018335761464526
46.0,23.485686410646384,84.54847107832698,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.0561629057163,0.0,1382.1561629057162,0.14795158444462686,0.00029590316888925374,0.9350679293031156,0.050738913170200815
46.5,23.48581818387132,84.54894546193675,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.0723412652248,0.0,1382.1723412652248,0.1317732249360688,0.0002635464498721376,0.946810805451745,0.051294468725756374
47.0,23.485935547738556,84.5493679718588,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.086750622924,0.0,1382.186750622924,0.11736386723691794,0.00023472773447383587,0.9585537438846474,0.051850024281311934
47.5,23.486040077838428,84.54974428021835,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.099584390289,0.0,1382.199584390289,0.10453009987190853,0.00020906019974381706,0.9702967377910418,0.052405579836867486
48.0,23.486133177492516,84.55007943897306,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1110148360751,0.0,1382.211014836075,0.09309965408579046,0.00018619930817158093,0.9820397811048744,0.052961135392423045
48.5,23.486216096585906,84.55037794770926,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1211953967697,0.0,1382.2211953967696,0.0829190933911832,0.0001658381867823664,0.9937828684233941,0.053516690947978604
49.0,23.48628994834135,84.55064381402887,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1302627347163,0.0,1382.2302627347162,0.07385175544459344,0.00014770351088918686,1.005525994934626,0.05407224650353416
49.5,23.486355724260072,84.55088060733627,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1383385714398,0.0,1382.2383385714397,0.06577591872110133,0.00013155183744220268,1.0172691563527763,0.054627802059089715
50.0,23.486414307429538,84.55109150674633,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1455313206945,0.0,1382.2455313206945,0.058583169466373874,0.00011716633893274775,1.0290123488606986,0.055183357614645275
50.5,23.4864664843766,84.55127934375577,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1519375430976,0.0,1382.2519375430975,0.052176947063344414,0.00010435389412668883,1.0407555690586503,0.055738913170200834
51.0,23.48651295562494,84.55144664024978,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.157643241823,0.0,1382.257643241823,0.0464712483378662,9.29424966757324e-05,1.0524988139186506,0.056294468725756386
51.5,23.48655434509839,84.55159564235421,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1627250167105,0.0,1382.2627250167104,0.04138947345040833,8.277894690081667e-05,1.0642420807438315,0.056850024281311945
52.0,23.486591208496307,84.55172835058671,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1672510922456,0.0,1382.2672510922455,0.0368633979153401,7.37267958306802e-05,1.0759853671322304,0.057405579836867504
52.5,23.48662404075327,84.55184654671177,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1712822331974,0.0,1382.2712822331973,0.032832256963502005,6.566451392700401e-05,1.0877286709445426,0.05796113539242306
53.0,23.486653282683257,84.55195181765973,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.174872560173,0.0,1382.274872560173,0.02924192998784747,5.848385997569494e-05,1.0994719902754018,0.058516690947978615
53.5,23.486679326897384,84.55204557683058,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1780702760327,0.0,1382.2780702760326,0.026044214128205567,5.2088428256411135e-05,1.1112153234277968,0.059072246503534175
54.0,23.486702523074648,84.55212908306873,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1809183128971,0.0,1382.280918312897,0.023196177263798745,4.639235452759749e-05,1.1229586688902897,0.059627802059089734
54.5,23.48672318265638,84.55220345756297,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.18345490843,0.0,1382.2834549084298,0.020659581731024446,4.131916346204889e-05,1.1347020253167224,0.060183357614645286
55.0,23.48674158302742,84.55226969889871,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1857141191206,0.0,1382.2857141191205,0.01840037104034309,3.680074208068618e-05,1.1464453915081436,0.060738913170200845
55.5,23.486757971240127,84.55232869646446,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.187726277453,0.0,1382.287726277453,0.01638821270785229,3.277642541570458e-05,1.1581887663967105,0.061294468725756404
56.0,23.486772567331194,84.5523812423923,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.189518399096,0.0,1382.2895183990959,0.014596091064959182,2.9192182129918366e-05,1.1699321490313532,0.06185002428131196
56.5,23.48678556727578,84.55242804219282,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.191114545572,0.0,1382.2911145455719,0.012999944588955259,2.5999889177910517e-05,1.1816755385650048,0.062405579836867515
57.0,23.486797145618667,84.55246972422721,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1925361472756,0.0,1382.2925361472755,0.011578342885286474,2.315668577057295e-05,1.1934189342432284,0.06296113539242307
57.5,23.486807457817648,84.55250684814354,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.193802291179,0.0,1382.293802291179,0.01031219898186464,2.062439796372928e-05,1.2051623353940875,0.06351669094797863
58.0,23.486816642330734,84.55253991239064,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1949299770738,0.0,1382.2949299770737,0.00918451308712065,1.83690261742413e-05,1.2169057414191244,0.06407224650353419
58.5,23.486824822475093,84.55256936091034,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1959343458002,0.0,1382.2959343458,0.008180144360721897,1.6360288721443793e-05,1.228649151785326,0.06462780205908975
59.0,23.486832108082734,84.55259558909785,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1968288825199,0.0,1382.2968288825198,0.0072856076410516835,1.4571215282103367e-05,1.2403925660179655,0.0651833576146453
59.5,23.48683859697513,84.55261894911047,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1976255977634,0.0,1382.2976255977633,0.006488892397555901,1.2977784795111802e-05,1.2521359836942298,0.06573891317020086
60.0,23.48684437627661,84.5526397545958,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.19833518868,0.0,1382.2983351886799,0.005779301480970389,1.1558602961940778e-05,1.263879404437543,0.06629446872575642
60.5,23.486849523584116,84.55265828490282,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.198967182656,0.0,1382.2989671826558,0.005147307505012577,1.0294615010025154e-05,1.275622827912508,0.06685002428131197
61.0,23.486854108009048,84.55267478883258,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.1995300652295,0.0,1382.2995300652294,0.004584424931408648,9.168849862817296e-06,1.2873662538204063,0.06740557983686753
61.5,23.48685819110519,84.55268948797868,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2000313940189,0.0,1382.3000313940188,0.004083096142039722,8.166192284079443e-06,1.2991096818951848,0.06796113539242309
62.0,23.486861827695158,84.55270257970257,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2004779001898,0.0,1382.3004779001897,0.0036365899711654492,7.273179942330899e-06,1.310853111899885,0.06851669094797865
62.5,23.486865066606487,84.55271423978336,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.200875578832,0.0,1382.300875578832,0.003238911328935501,6.477822657871002e-06,1.3225965436234604,0.0690722465035342
63.0,23.4868679513272,84.55272462477792,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2012297694498,0.0,1382.3012297694497,0.002884720711108457,5.769441422216914e-06,1.3343399768779436,0.06962780205908976
63.5,23.486870520589708,84.55273387412295,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.201545227652,0.0,1382.301545227652,0.002569262508814063,5.138525017628126e-06,1.3460834114959228,0.07018335761464532
64.0,23.486872808890865,84.55274211200712,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.201826189002,0.0,1382.301826189002,0.002288301158841932,4.576602317683864e-06,1.3578268473282928,0.07073891317020087
64.5,23.48687484695514,84.5527494490385,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.202076425888,0.0,1382.302076425888,0.002038064272937845,4.07612854587569e-06,1.3695702842422544,0.07129446872575643
65.0,23.48687666214713,84.55275598372967,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2022992981713,0.0,1382.3022992981712,0.001815191989635423,3.630383979270846e-06,1.3813137221195297,0.07185002428131199
65.5,23.48687827883899,84.55276180382036,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.202497798298,0.0,1382.302497798298,0.0016166918628641724,3.233383725728345e-06,1.3930571608547764,0.07240557983686755
66.0,23.486879718737672,84.55276698745563,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2026745914773,0.0,1382.3026745914772,0.0014398986836567929,2.879797367313586e-06,1.4048006003541704,0.0729611353924231
66.5,23.486881001176368,84.55277160423492,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2028320514662,0.0,1382.302832051466,0.0012824386947158928,2.5648773894317855e-06,1.416544040534149,0.07351669094797866
67.0,23.48688214337409,84.55277571614673,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2029722924406,0.0,1382.3029722924405,0.001142197720355398,2.284395440710796e-06,1.4282874813202866,0.07407224650353422
67.5,23.486883160666867,84.55277937840073,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2030971973818,0.0,1382.3030971973817,0.0010172927791245456,2.034585558249091e-06,1.4400309226462968,0.07462780205908977
68.0,23.48688406671367,84.55278264016921,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2032084433579,0.0,1382.3032084433578,0.0009060468030384072,1.8120936060768145e-06,1.451774364453142,0.07518335761464533
68.5,23.486884873679788,84.55278554524723,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2033075240427,0.0,1382.3033075240426,0.0008069661182616983,1.6139322365233967e-06,1.4635178066882404,0.07573891317020089
69.0,23.48688559240018,84.55278813264066,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2033957697693,0.0,1382.3033957697692,0.0007187203916600993,1.4374407833201986e-06,1.4752612493047605,0.07629446872575645
69.5,23.48688623252495,84.55279043708981,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2034743653928,0.0,1382.3034743653927,0.0006401247680969391,1.2802495361938782e-06,1.4870046922609919,0.076850024281312
70.0,23.48688680264891,84.55279248953609,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.203544366199,0.0,1382.3035443661988,0.000570123962006619,1.140247924013238e-06,1.4987481355197851,0.07740557983686756
70.5,23.486887310426997,84.55279431753719,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.203606712073,0.0,1382.303606712073,0.0005077780879219063,1.0155561758438125e-06,1.510491579048054,0.07796113539242312
71.0,23.48688776267704,84.55279594563734,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.203662240118,0.0,1382.303662240118,0.000452250042826563,9.04500085653126e-07,1.52223502281633,0.07851669094797867
71.5,23.486888165471303,84.55279739569669,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2037116958982,0.0,1382.303711695898,0.00040279426275446895,8.055885255089379e-07,1.533978466798367,0.07907224650353423
72.0,23.48688852421802,84.55279868718488,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2037557434448,0.0,1382.3037557434448,0.0003587467160741653,7.174934321483306e-07,1.5457219109707894,0.07962780205908979
72.5,23.486888843734008,84.55279983744244,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.203794974175,0.0,1382.303794974175,0.0003195159858933039,6.390319717866077e-07,1.5574653553127773,0.08018335761464535
73.0,23.486889128309336,84.55280086191361,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2038299148307,0.0,1382.3038299148307,0.00028457533016990055,5.691506603398011e-07,1.5692087998057882,0.0807389131702009
73.5,23.486889381764943,84.5528017743538,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2038610345533,0.0,1382.3038610345532,0.00025345560766254494,5.069112153250899e-07,1.5809522444333068,0.08129446872575646
74.0,23.486889607503922,84.55280258701413,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2038887511799,0.0,1382.3038887511798,0.0002257389810438326,4.514779620876652e-07,1.5926956891806239,0.08185002428131202
74.5,23.486889808557226,84.55280331080601,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2039134368565,0.0,1382.3039134368564,0.0002010533044085605,4.02106608817121e-07,1.6044391340346391,0.08240557983686757
75.0,23.486889987624355,84.55280395544769,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2039354230321,0.0,1382.303935423032,0.00017906712878357212,3.581342575671442e-07,1.6161825789836846,0.08296113539242313
75.5,23.486890147109605,84.55280452959458,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.203955004911,0.0,1382.303955004911,0.00015948524992381863,3.1897049984763727e-07,1.627926024017368,0.08351669094797869
76.0,23.486890289154353,84.55280504095568,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2039724454141,0.0,1382.303972445414,0.0001420447467808117,2.840894935616234e-07,1.639669469126434,0.08407224650353425
76.5,23.4868904156658,84.55280549639689,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2039879787117,0.0,1382.3039879787116,0.0001265114492525754,2.530228985051508e-07,1.651412914302639,0.0846278020590898
77.0,23.486890528342595,84.55280590203334,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040018133664,0.0,1382.3040018133663,0.00011267679451520962,2.2535358903041924e-07,1.6631563595386412,0.08518335761464536
77.5,23.486890628697623,84.55280626331144,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040141351329,0.0,1382.3040141351328,0.00010035502805294527,2.0071005610589055e-07,1.6748998048279014,0.08573891317020092
78.0,23.48689071807833,84.552806585082,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040251094534,0.0,1382.3040251094533,8.938070754993532e-05,1.7876141509987066e-07,1.6866432501645954,0.08629446872575647
78.5,23.486890797684815,84.55280687166534,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040348836772,0.0,1382.304034883677,7.960648372318246e-05,1.5921296744636492e-07,1.6983866955435363,0.08685002428131203
79.0,23.486890868585935,84.55280712690937,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040435890415,0.0,1382.3040435890414,7.090111944307864e-05,1.4180223888615727e-07,1.710130140960104,0.08740557983686759
79.5,23.486890931733665,84.5528073542412,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040513424306,0.0,1382.3040513424305,6.314773031590448e-05,1.2629546063180898e-07,1.721873586410184,0.08796113539242315
80.0,23.486890987975876,84.55280755671316,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040582479485,0.0,1382.3040582479484,5.62422123948636e-05,1.124844247897272e-07,1.7336170318901114,0.0885166909479787
80.5,23.486891038067725,84.5528077370438,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040643983134,0.0,1382.3040643983134,5.009184746995743e-05,1.0018369493991486e-07,1.7453604773966223,0.08907224650353426
81.0,23.48689108268178,84.5528078976544,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.204069876106,0.0,1382.3040698761058,4.4614055013880716e-05,8.922811002776144e-08,1.7571039229268095,0.08962780205908982
81.5,23.486891122417067,84.55280804070144,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040747548742,0.0,1382.3040747548741,3.973528669121151e-05,7.947057338242302e-08,1.7688473684780843,0.09018335761464537
82.0,23.486891157807104,84.55280816810557,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.204079100125,0.0,1382.304079100125,3.539003591868095e-05,7.07800718373619e-08,1.7805908140481403,0.09073891317020093
82.5,23.486891189327064,84.55280828157743,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040829702016,0.0,1382.3040829702015,3.151995929329132e-05,6.303991858658265e-08,1.7923342596349239,0.09129446872575649
83.0,23.48689121740016,84.55280838264058,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040864170656,0.0,1382.3040864170655,2.807309533636726e-05,5.614619067273452e-08,1.8040777052366057,0.09185002428131205
83.5,23.486891242403324,84.55280847265198,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.204089486998,0.0,1382.304089486998,2.500316281839332e-05,5.0006325636786643e-08,1.8158211508515565,0.0924055798368676
84.0,23.486891264672266,84.55280855282017,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040922212182,0.0,1382.304092221218,2.226894275736413e-05,4.453788551472826e-08,1.8275645964783254,0.09296113539242316
84.5,23.48689128450599,84.55280862422157,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040946564375,0.0,1382.3040946564374,1.9833723399642622e-05,3.966744679928525e-08,1.8393080421156198,0.09351669094797872
85.0,23.486891302170797,84.55280868781487,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2040968253536,0.0,1382.3040968253536,1.7664807273831684e-05,3.532961454766337e-08,1.851051487762289,0.09407224650353427
85.5,23.48689131790387,84.55280874445393,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.204098757088,0.0,1382.304098757088,1.5733072814327898e-05,3.146614562865579e-08,1.8627949334173077,0.09462780205908983
86.0,23.486891331916453,84.55280879489924,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2041004775776,0.0,1382.3041004775775,1.4012583278599777e-05,2.8025166557199556e-08,1.8745383790797627,0.09518335761464539
86.5,23.486891344396692,84.55280883982809,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2041020099234,0.0,1382.3041020099233,1.2480237501222291e-05,2.4960475002444582e-08,1.886281824748841,0.09573891317020095
87.0,23.486891355512153,84.55280887984375,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2041033746996,0.0,1382.3041033746995,1.1115461347799283e-05,2.2230922695598565e-08,1.8980252704238183,0.0962944687257565
87.5,23.486891365412085,84.55280891548351,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2041045902304,0.0,1382.3041045902303,9.899930546453106e-06,1.9799861092906214e-08,1.9097687161040495,0.09685002428131206
88.0,23.48689137422941,84.55280894722587,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2041056728372,0.0,1382.304105672837,8.817323760013096e-06,1.7634647520026192e-08,1.9215121617889597,0.09740557983686762
88.5,23.486891382082515,84.55280897549706,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.204106637055,0.0,1382.304106637055,7.853105898902868e-06,1.5706211797805735e-08,1.9332556074780378,0.09796113539242317
89.0,23.486891389076845,84.55280900067665,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2041074958313,0.0,1382.3041074958312,6.994329623921658e-06,1.3988659247843315e-08,1.9449990531708277,0.09851669094797873
89.5,23.48689139530631,84.55280902310271,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.204108260696,0.0,1382.304108260696,6.22946481598774e-06,1.2458929631975479e-08,1.9567424988669233,0.09907224650353429
90.0,23.48689140085455,84.55280904307638,2746.0,74.0,4.0,1382.3041144901608,98.10000000000001,1284.2041089419188,0.0,1382.3041089419187,5.54824214304972e-06,1.109648428609944e-08,1.9684859445659635,0.09962780205908985
